,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
104,,,,267601,"[-0.01256561279296875, -0.113037109375, 0.87255859375, 2.955078125, 5.2734375, 9.2109375, 13.3203125, 18.78125]",18.10829190709085,2.2635364883863565,3.5478749974893065
105,,,,232919,"[-0.01256561279296875, 0.01262664794921875, 0.998046875, 2.955078125, 5.28515625, 9.1953125, 13.3359375, 18.90625]",19.647258444994815,2.455907305624352,3.902119710132872
106,,,,173211,"[-0.01256561279296875, 6.026029586791992e-05, 0.87255859375, 2.955078125, 5.16015625, 9.2109375, 13.3359375, 18.890625]",20.04574155961414,2.5057176949517674,3.98932139909957
107,,,,62933,"[-0.13818359375, 0.125732421875, 0.7470703125, 2.830078125, 5.171875, 9.2109375, 13.3203125, 18.90625]",20.646216048840287,2.580777006105036,4.117504806376534
108,,,,91786,"[-0.1507568359375, 6.872415542602539e-05, 0.87255859375, 2.818359375, 5.296875, 9.1953125, 13.3203125, 18.890625]",19.684652555602376,2.460581569450297,3.910377666775448
109,,,,91786,"[-0.163330078125, -0.1256103515625, 0.998046875, 2.806640625, 5.421875, 9.1796875, 13.3203125, 18.875]",18.52882475142416,2.31610309392802,3.6475788671670073
110,,,,58505,"[-0.2890625, -0.113037109375, 1.0107421875, 2.818359375, 5.43359375, 9.0546875, 13.3046875, 18.75]",17.44217169295551,2.180271461619439,3.3851057018426776
111,,,,121381,"[-0.301513671875, -0.113037109375, 1.0234375, 2.943359375, 5.421875, 8.9296875, 13.2890625, 18.734375]",16.42860712690246,2.0535758908628075,3.125107570430578
112,,,,194956,"[-0.301513671875, -0.113037109375, 1.0234375, 2.931640625, 5.546875, 8.9453125, 13.2734375, 18.71875]",15.634138679121492,1.9542673348901864,2.9098397295806055
113,,,,239224,"[-0.2890625, -0.2386474609375, 1.0107421875, 2.931640625, 5.55859375, 8.9609375, 13.3984375, 18.84375]",14.735169305085403,1.8418961631356754,2.652651432070259
114,,,,33501,"[-0.414794921875, -0.2386474609375, 0.88525390625, 2.943359375, 5.5703125, 8.8359375, 13.2734375, 18.828125]",14.486714615422496,1.810839326927812,2.578799177219753
115,,,,266173,"[-0.40234375, -0.2386474609375, 0.759765625, 2.818359375, 5.6953125, 8.8203125, 13.3984375, 18.84375]",13.95716166845682,1.7446452085571025,2.41707122050448
116,,,,125507,"[-0.414794921875, -0.22607421875, 0.63427734375, 2.693359375, 5.8203125, 8.6953125, 13.3828125, 18.84375]",16.788208015212522,2.0985260019015652,3.219143547304531
117,,,,173211,"[-0.414794921875, -0.2386474609375, 0.5087890625, 2.693359375, 5.6953125, 8.7109375, 13.3828125, 18.828125]",16.109274207221087,2.013659275902636,3.0398598701513784
118,,,,29624,"[-0.54052734375, -0.251220703125, 0.63427734375, 2.693359375, 5.68359375, 8.8359375, 13.5078125, 18.953125]",14.839634139830565,1.8549542674788206,2.683332068748256
119,,,,8659,"[-0.666015625, -0.376953125, 0.63427734375, 2.705078125, 5.80859375, 8.8203125, 13.4921875, 19.078125]",15.734796454221676,1.9668495567777096,2.9377114224775607
120,6.0,-311.8153528275187,-261.4422170813361,327605,"[0.1256103515625, -0.1256103515625, 1.0234375, 2.818359375, 5.26171875, 9.1015625, 13.4453125, 18.71875]",18.05863039595191,2.2573287994939886,3.535948224387119
121,,,,52877,"[-5.334615707397461e-05, -0.113037109375, 1.0107421875, 2.943359375, 5.2734375, 8.9765625, 13.3203125, 18.71875]",16.63943083514935,2.079928854393669,3.18048479831664
122,,,,249825,"[0.01251220703125, -0.2386474609375, 1.13671875, 3.068359375, 5.28515625, 8.9921875, 13.1953125, 18.59375]",16.64352959217572,2.080441199021965,3.1815544553095028
123,,,,11832,"[-0.1131591796875, -0.3642578125, 1.1494140625, 3.080078125, 5.41015625, 9.0078125, 13.1796875, 18.59375]",16.968737501782442,2.1210921877228053,3.265595444002287
124,,,,91719,"[-0.125732421875, -0.489990234375, 1.275390625, 3.068359375, 5.421875, 9.0234375, 13.1953125, 18.71875]",18.6425223007017,2.3303152875877124,3.674146842861485
125,,,,23186,"[-0.25146484375, -0.50244140625, 1.275390625, 3.068359375, 5.296875, 9.0234375, 13.1953125, 18.703125]",18.633348095770394,2.3291685119712993,3.6720091024864994
126,,,,274670,"[-0.2388916015625, -0.50244140625, 1.275390625, 3.193359375, 5.296875, 9.0078125, 13.3203125, 18.578125]",18.971197584314446,2.3713996980393057,3.750047602300276
127,,,,211045,"[-0.2388916015625, -0.489990234375, 1.275390625, 3.193359375, 5.30859375, 8.9921875, 13.4453125, 18.453125]",19.610458556961046,2.4513073196201307,3.893977620266526
128,,,,52877,"[-0.364501953125, -0.4775390625, 1.2626953125, 3.318359375, 5.3203125, 8.8671875, 13.3203125, 18.453125]",17.582271797534993,2.197783974691874,3.41985002368662
129,,,,58505,"[-0.490234375, -0.465087890625, 1.275390625, 3.330078125, 5.33203125, 8.7421875, 13.3046875, 18.328125]",17.03273268017493,2.1290915850218664,3.281943434552935
130,,,,249950,"[-0.477783203125, -0.5908203125, 1.4013671875, 3.455078125, 5.45703125, 8.7578125, 13.1796875, 18.203125]",18.2128721195228,2.27660901494035,3.572884512413877
131,,,,381,"[-0.603515625, -0.71630859375, 1.275390625, 3.330078125, 5.46875, 8.6328125, 13.1640625, 18.1875]",18.084354857380802,2.2605443571726003,3.542130333284147
132,,,,260695,"[-0.5908203125, -0.72900390625, 1.2880859375, 3.330078125, 5.34375, 8.6328125, 13.2890625, 18.0625]",18.98806236912543,2.3735077961406787,3.753906625617798
133,,,,52877,"[-0.71630859375, -0.71630859375, 1.275390625, 3.455078125, 5.35546875, 8.5078125, 13.1640625, 18.0625]",20.416741192767127,2.552092649095891,4.068964366089697
134,,,,350088,"[-0.5908203125, -0.71630859375, 1.275390625, 3.330078125, 5.23046875, 8.5234375, 13.1640625, 18.078125]",18.588344010784105,2.323543001348013,3.6615071429082695
135,,,,321947,"[-0.465087890625, -0.841796875, 1.2880859375, 3.205078125, 5.10546875, 8.5234375, 13.2890625, 18.078125]",21.12911745062911,2.6411396813286387,4.217913702436881
136,,,,257250,"[-0.45263671875, -0.8544921875, 1.2880859375, 3.193359375, 5.1171875, 8.3984375, 13.1640625, 17.953125]",20.779701046451585,2.597462630806448,4.1454930816326865
137,,,,42991,"[-0.578125, -0.8544921875, 1.30078125, 3.205078125, 5.12890625, 8.5234375, 13.1796875, 17.9375]",21.018751926762327,2.627343990845291,4.195169374779933
138,,,,91786,"[-0.5908203125, -0.97998046875, 1.4267578125, 3.193359375, 5.25390625, 8.5078125, 13.1796875, 17.921875]",22.3778080062619,2.7972260007827376,4.467275564422138
139,,,,127099,"[-0.603515625, -0.96728515625, 1.30078125, 3.205078125, 5.2421875, 8.5234375, 13.3046875, 18.046875]",21.367829552566842,2.6709786940708553,4.266704237441867
140,7.0,-216.58903490745354,-255.8355693096008,196481,"[0.0, 0.0, 0.8974609375, 2.818359375, 5.375, 9.1015625, 13.4453125, 18.828125]",16.495633767473716,2.0619542209342145,3.1427901894150394
141,,,,19346,"[-0.1256103515625, -0.01256561279296875, 0.884765625, 2.693359375, 5.5, 9.1171875, 13.5703125, 18.8125]",16.095618992338068,2.0119523740422585,3.03617696097882
142,,,,101786,"[-0.13818359375, -0.0251312255859375, 0.884765625, 2.693359375, 5.625, 9.1015625, 13.5703125, 18.796875]",15.91693318140491,1.9896166476756139,2.987694061397484
143,,,,367902,"[-0.01251983642578125, -0.01256561279296875, 0.884765625, 2.705078125, 5.63671875, 9.0859375, 13.4453125, 18.796875]",15.768297469385598,1.9710371836731997,2.9469481733462537
144,,,,58005,"[-0.13818359375, 7.748603820800781e-07, 0.8974609375, 2.705078125, 5.76171875, 8.9609375, 13.4296875, 18.671875]",14.507668079745267,1.8134585099681584,2.585076238271187
